ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total,source_file
25/05/2023,Adult,Louth County Hospital,456,2,0,0,458,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Mallow General Hospital,222,43,4,0,268,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Mater Misericordiae University Hospital,"3,287",909,483,"1,000","5,679",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Mayo University Hospital,465,141,55,89,750,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Mercy University Hospital,556,154,84,38,832,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Midland Regional Hospital Mullingar,645,155,68,8,876,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Midland Regional Hospital Portlaoise,143,87,25,10,264,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Midland Regional Hospital Tullamore,732,231,62,32,"1,057",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Naas General Hospital,107,51,0,0,158,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,National Orthopaedic Hospital Cappagh,"1,320",307,21,31,"1,679",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Nenagh Hospital,401,2,0,0,403,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Our Lady of Lourdes Hospital Drogheda,535,135,4,0,674,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Our Lady's Hospital Navan,629,100,10,2,741,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Portiuncula University Hospital,432,130,29,2,593,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Roscommon University Hospital,521,148,51,55,776,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Royal Victoria Eye and Ear Hospital,"1,961",897,149,26,"3,033",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Sligo University Hospital,"1,551",768,300,281,"2,900",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,South Infirmary Victoria University Hospital,"2,432",868,382,244,"3,926",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,St. Columcille's Hospital,484,139,39,26,689,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,St. James's Hospital,"3,455","1,436",636,"1,152","6,679",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,St. John's Hospital Limerick,576,125,10,0,711,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,St. Luke's General Hospital Kilkenny,503,214,92,37,847,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,St. Michael's Hospital,587,247,32,15,881,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,St. Vincent's University Hospital,"2,650",714,244,464,"4,073",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Tallaght University Hospital,"1,751",380,141,129,"2,401",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Tipperary University Hospital,302,30,0,0,333,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,University Hospital Kerry,202,20,0,0,222,OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,University Hospital Limerick,"1,731",923,108,4,"2,766",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,University Hospital Waterford,"3,556","1,093",580,977,"6,207",OpenData_IPDCNational01_2023.csv
25/05/2023,Adult,Wexford General Hospital,415,177,100,34,727,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Beaumont Hospital,20,4,8,0,32,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Children's Health Ireland,"3,395","1,686",730,935,"6,746",OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Cork University Hospital,134,44,12,18,209,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Ennis Hospital,20,0,0,0,20,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Galway University Hospitals,228,84,40,79,432,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Letterkenny University Hospital,26,22,8,11,67,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Mercy University Hospital,82,7,2,0,91,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Midland Regional Hospital Mullingar,28,11,2,0,41,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Midland Regional Hospital Tullamore,91,4,0,0,95,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,National Orthopaedic Hospital Cappagh,114,72,37,18,241,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Our Lady of Lourdes Hospital Drogheda,75,14,0,0,89,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Portiuncula University Hospital,25,6,2,2,35,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Royal Victoria Eye and Ear Hospital,103,14,6,2,125,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Sligo University Hospital,184,54,10,6,255,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Small Volume Hospitals,49,6,0,0,56,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,South Infirmary Victoria University Hospital,181,26,10,0,218,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,University Hospital Limerick,330,115,6,2,454,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,University Hospital Waterford,187,41,14,6,249,OpenData_IPDCNational01_2023.csv
25/05/2023,Child,Wexford General Hospital,20,2,0,0,22,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Bantry General Hospital,96,34,22,19,171,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Beaumont Hospital,"4,130","1,658",713,154,"6,654",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Cavan General Hospital,349,0,0,0,349,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Connolly Hospital Blanchardstown,931,109,2,0,"1,042",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Coombe Women and Infants University Hospital,84,31,0,0,115,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Cork University Hospital,738,288,178,262,"1,465",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Cork University Maternity Hospital,483,116,35,19,653,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Croom Orthopaedic Hospital,275,2,0,2,279,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Ennis Hospital,289,17,0,0,306,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Galway University Hospitals,"4,661","2,266","1,003","1,779","9,708",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Kilcreene Regional Orthopaedic Hospital,558,63,2,0,623,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Letterkenny University Hospital,"1,249",344,141,271,"2,005",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Louth County Hospital,357,2,0,0,359,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Mallow General Hospital,248,53,0,0,301,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Mater Misericordiae University Hospital,"3,117",869,485,"1,004","5,475",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Mayo University Hospital,496,106,53,56,711,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Mercy University Hospital,604,180,79,33,895,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Midland Regional Hospital Mullingar,699,155,37,37,928,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Midland Regional Hospital Portlaoise,114,74,27,6,221,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Midland Regional Hospital Tullamore,643,195,55,14,907,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Naas General Hospital,116,31,4,0,151,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,National Orthopaedic Hospital Cappagh,"1,433",319,29,27,"1,808",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Nenagh Hospital,362,4,0,0,366,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Our Lady of Lourdes Hospital Drogheda,573,133,6,0,712,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Our Lady's Hospital Navan,592,93,15,4,704,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Portiuncula University Hospital,425,129,19,6,579,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Roscommon University Hospital,574,135,45,39,793,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Royal Victoria Eye and Ear Hospital,"2,062",863,171,33,"3,129",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Sligo University Hospital,"1,571",672,316,214,"2,772",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,South Infirmary Victoria University Hospital,"2,350",628,335,234,"3,546",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,St. Columcille's Hospital,398,136,51,22,607,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,St. James's Hospital,"3,553","1,584",662,"1,125","6,924",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,St. John's Hospital Limerick,521,148,9,0,678,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,St. Luke's General Hospital Kilkenny,418,222,103,44,787,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,St. Michael's Hospital,543,264,46,9,861,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,St. Vincent's University Hospital,"2,632",662,268,458,"4,019",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Tallaght University Hospital,"1,836",375,147,133,"2,491",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Tipperary University Hospital,325,32,0,0,357,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,University Hospital Kerry,174,26,0,0,200,OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,University Hospital Limerick,"1,796",854,145,11,"2,805",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,University Hospital Waterford,"3,504","1,077",604,905,"6,089",OpenData_IPDCNational01_2023.csv
29/06/2023,Adult,Wexford General Hospital,411,133,77,34,655,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Beaumont Hospital,26,4,6,0,35,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Children's Health Ireland,"3,588","1,671",715,959,"6,933",OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Cork University Hospital,127,55,21,17,220,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Galway University Hospitals,231,86,45,71,434,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Letterkenny University Hospital,31,15,11,11,67,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Mercy University Hospital,70,11,2,0,82,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Midland Regional Hospital Mullingar,24,8,0,0,31,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Midland Regional Hospital Tullamore,109,4,0,0,112,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,National Orthopaedic Hospital Cappagh,132,65,41,17,255,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Nenagh Hospital,29,0,0,0,29,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Our Lady of Lourdes Hospital Drogheda,67,8,0,0,74,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Portiuncula University Hospital,24,6,4,0,34,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Royal Victoria Eye and Ear Hospital,113,16,8,2,138,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Sligo University Hospital,212,50,16,4,281,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Small Volume Hospitals,58,6,0,0,63,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,South Infirmary Victoria University Hospital,161,29,16,2,209,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,University Hospital Limerick,344,153,10,4,511,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,University Hospital Waterford,208,36,15,9,268,OpenData_IPDCNational01_2023.csv
29/06/2023,Child,Wexford General Hospital,26,2,0,0,28,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Bantry General Hospital,103,28,27,21,179,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Beaumont Hospital,"4,060","1,663",720,188,"6,630",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Cavan General Hospital,353,0,0,0,353,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Connolly Hospital Blanchardstown,911,56,4,0,971,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Coombe Women and Infants University Hospital,86,38,4,0,128,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Cork University Hospital,706,269,169,253,"1,396",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Cork University Maternity Hospital,489,127,43,19,678,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Croom Orthopaedic Hospital,334,2,0,0,336,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Ennis Hospital,323,13,0,0,336,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Galway University Hospitals,"4,758","2,019","1,097","1,596","9,469",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Kilcreene Regional Orthopaedic Hospital,577,52,2,0,631,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Letterkenny University Hospital,"1,357",317,151,234,"2,059",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Louth County Hospital,389,0,0,0,389,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Mallow General Hospital,208,53,4,0,265,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Mater Misericordiae University Hospital,"3,026",803,512,995,"5,335",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Mayo University Hospital,456,94,53,48,651,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Mercy University Hospital,686,198,59,34,976,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Midland Regional Hospital Mullingar,700,147,24,30,901,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Midland Regional Hospital Portlaoise,114,19,19,6,158,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Midland Regional Hospital Tullamore,613,159,23,7,802,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Naas General Hospital,101,18,2,2,123,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,National Orthopaedic Hospital Cappagh,"1,485",284,24,28,"1,821",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Nenagh Hospital,446,18,0,0,464,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Our Lady of Lourdes Hospital Drogheda,541,65,2,0,608,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Our Lady's Hospital Navan,587,75,10,6,677,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Portiuncula University Hospital,439,131,18,4,592,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Roscommon University Hospital,547,103,43,37,730,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Royal Victoria Eye and Ear Hospital,"2,054",604,164,30,"2,852",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Sligo University Hospital,"1,699",580,326,191,"2,795",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,South Infirmary Victoria University Hospital,"2,314",650,323,228,"3,514",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,St. Columcille's Hospital,362,111,46,15,534,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,St. James's Hospital,"3,540","1,631",687,"1,055","6,913",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,St. John's Hospital Limerick,606,148,14,0,767,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,St. Luke's General Hospital Kilkenny,485,211,115,46,857,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,St. Michael's Hospital,474,265,45,11,794,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,St. Vincent's University Hospital,"2,598",626,303,451,"3,978",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Tallaght University Hospital,"1,913",329,133,123,"2,497",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Tipperary University Hospital,354,19,0,0,373,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,University Hospital Kerry,207,6,0,0,213,OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,University Hospital Limerick,"1,934",857,148,2,"2,940",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,University Hospital Waterford,"3,599","1,093",585,812,"6,088",OpenData_IPDCNational01_2023.csv
27/07/2023,Adult,Wexford General Hospital,434,114,58,24,630,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Beaumont Hospital,30,4,4,2,40,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Children's Health Ireland,"3,537","1,582",789,900,"6,808",OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Cork University Hospital,141,52,21,16,229,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Galway University Hospitals,253,73,46,71,442,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Letterkenny University Hospital,28,13,6,11,57,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Mercy University Hospital,62,13,2,0,77,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Midland Regional Hospital Mullingar,29,11,2,0,42,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Midland Regional Hospital Tullamore,141,0,0,0,141,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,National Orthopaedic Hospital Cappagh,137,59,48,14,258,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Nenagh Hospital,31,0,0,0,31,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Our Lady of Lourdes Hospital Drogheda,59,2,0,0,61,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Portiuncula University Hospital,25,6,2,0,33,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Royal Victoria Eye and Ear Hospital,115,12,8,2,136,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Sligo University Hospital,268,40,18,6,331,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Small Volume Hospitals,55,2,2,0,59,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,South Infirmary Victoria University Hospital,184,23,16,0,223,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,University Hospital Limerick,310,132,8,0,449,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,University Hospital Waterford,237,23,14,10,283,OpenData_IPDCNational01_2023.csv
27/07/2023,Child,Wexford General Hospital,33,2,0,0,35,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Bantry General Hospital,87,34,31,24,176,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Beaumont Hospital,"3,988","1,645",807,253,"6,693",OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Cavan General Hospital,328,2,2,0,332,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Connolly Hospital Blanchardstown,731,67,0,0,798,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Coombe Women and Infants University Hospital,73,46,8,4,130,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Cork University Hospital,645,257,151,253,"1,306",OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Cork University Maternity Hospital,500,146,55,119,820,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Croom Orthopaedic Hospital,377,6,2,0,385,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Ennis Hospital,349,20,0,0,368,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Galway University Hospitals,"4,939","2,040",935,"1,518","9,432",OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Kilcreene Regional Orthopaedic Hospital,589,85,9,2,685,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Letterkenny University Hospital,"1,478",346,201,284,"2,308",OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Louth County Hospital,366,6,0,0,371,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Mallow General Hospital,226,57,6,0,288,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Mater Misericordiae University Hospital,"3,024",826,472,"1,007","5,328",OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Mayo University Hospital,472,103,49,33,656,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Mercy University Hospital,633,221,61,35,949,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Midland Regional Hospital Mullingar,745,159,22,25,950,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Midland Regional Hospital Portlaoise,158,28,23,8,216,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Midland Regional Hospital Tullamore,602,119,7,2,729,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Naas General Hospital,133,19,4,0,156,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,National Orthopaedic Hospital Cappagh,"1,519",321,21,35,"1,895",OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Nenagh Hospital,588,39,0,0,627,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Our Lady of Lourdes Hospital Drogheda,537,114,2,0,653,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Our Lady's Hospital Navan,580,66,14,6,666,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Portiuncula University Hospital,402,144,13,4,563,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Roscommon University Hospital,630,116,50,47,842,OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Royal Victoria Eye and Ear Hospital,"1,937",696,183,41,"2,857",OpenData_IPDCNational01_2023.csv
31/08/2023,Adult,Sligo University Hospital,"1,762",551,294,196,"2,803",OpenData_IPDCNational01_2023.csv
